global_step,value
0,2.944244384765625
1,2.8286571502685547
2,2.6226329803466797
3,2.7732973098754883
4,2.5392136573791504
5,2.517383575439453
6,2.4728214740753174
7,2.4042093753814697
8,2.233870029449463
9,2.2434635162353516
10,2.3420448303222656
11,2.3142077922821045
12,2.1032040119171143
13,2.1671595573425293
14,2.119507312774658
15,2.228686809539795
16,2.0949065685272217
17,2.01914381980896
18,2.1285006999969482
19,1.8375405073165894
20,1.9755260944366455
21,2.016899824142456
22,1.923937201499939
23,2.0859315395355225
24,2.0134899616241455
25,2.1363048553466797
26,1.85098397731781
27,1.9303345680236816
28,1.9948424100875854
29,1.9955919981002808
30,1.8465023040771484
31,1.8585608005523682
32,1.8756606578826904
33,1.8515362739562988
34,1.7340439558029175
35,1.8115051984786987
36,1.825087070465088
37,1.6894015073776245
38,1.7914904356002808
39,1.8843774795532227
40,1.7737044095993042
41,1.721137523651123
42,1.6636751890182495
43,1.726049542427063
44,1.6350724697113037
45,1.611829161643982
46,1.8558465242385864
47,1.5707900524139404
48,1.445599913597107
49,1.9946672916412354
50,1.5661139488220215
51,1.7617837190628052
52,1.7500874996185303
53,1.9287337064743042
54,1.5674856901168823
55,1.6890534162521362
56,1.7310250997543335
57,1.5453764200210571
58,1.7997348308563232
59,1.885488748550415
60,1.784605860710144
61,1.9258956909179688
62,1.4933477640151978
63,1.536158561706543
64,1.9800862073898315
65,1.9094637632369995
66,1.506590723991394
67,1.854761004447937
68,1.5502393245697021
69,1.79672372341156
70,1.8710366487503052
71,1.8354004621505737
72,1.574355959892273
73,1.5855183601379395
74,1.6720253229141235
75,1.5439112186431885
76,1.6407499313354492
77,1.5723726749420166
78,1.5217797756195068
79,1.4298239946365356
80,1.7694014310836792
81,1.642530083656311
82,1.7792272567749023
83,2.0104987621307373
84,1.4357705116271973
85,1.6952564716339111
86,1.4683058261871338
87,1.5486546754837036
88,1.7446351051330566
89,1.7790703773498535
90,1.433972954750061
91,1.7203309535980225
92,1.3474141359329224
93,1.4183670282363892
94,1.3789889812469482
95,1.6050848960876465
96,1.540520429611206
97,1.4576810598373413
98,1.4211068153381348
99,2.0317254066467285
100,1.5147572755813599
101,1.6009507179260254
102,1.376397967338562
103,1.5845063924789429
104,1.638019323348999
105,1.3407284021377563
