global_step,value
0,0.004215518478304148
1,0.008599021472036839
2,0.009631727822124958
3,0.041114550083875656
4,0.08642983436584473
5,0.0868130475282669
6,0.17345201969146729
7,0.1799226701259613
8,0.3161054849624634
9,0.23398257791996002
10,0.30118873715400696
11,0.25600239634513855
12,0.42585164308547974
13,0.5510280132293701
14,0.39983758330345154
15,0.3401191532611847
16,0.5673385858535767
17,0.5243242979049683
18,0.5123046636581421
19,0.44675227999687195
20,0.5505576729774475
21,0.5399987697601318
22,0.6079481840133667
23,0.6121694445610046
24,0.5603181719779968
25,0.620880126953125
26,0.4806599020957947
27,0.40731149911880493
28,0.5734808444976807
29,0.5695560574531555
30,0.6092581152915955
31,0.6479960680007935
32,0.7101216316223145
33,0.7611584067344666
34,0.5887856483459473
35,0.6079744696617126
36,0.7191568613052368
37,0.631801962852478
38,0.68413245677948
39,0.6945294141769409
40,0.48713383078575134
41,0.7146614193916321
42,0.6518998742103577
43,0.7225604057312012
44,0.7167924642562866
45,0.6183276176452637
46,0.6414085626602173
47,0.6419277787208557
48,0.7659026980400085
49,0.6621489524841309
50,0.7191575169563293
51,0.5778878927230835
52,0.6151957511901855
53,0.5967045426368713
54,0.6306712627410889
55,0.7313524484634399
56,0.6191552877426147
57,0.6665239334106445
58,0.6487728953361511
59,0.677970290184021
60,0.6709673404693604
61,0.614249050617218
62,0.5617212057113647
63,0.641443133354187
64,0.6875773072242737
65,0.6699303984642029
66,0.710149347782135
67,0.5340622663497925
68,0.6630347967147827
69,0.7009680271148682
70,0.5079980492591858
71,0.7164224982261658
72,0.7532403469085693
73,0.6432636380195618
74,0.6237361431121826
75,0.6631160378456116
76,0.6905114650726318
77,0.6298685073852539
78,0.615323007106781
79,0.6108843684196472
80,0.5429538488388062
81,0.710806131362915
82,0.7338226437568665
83,0.5608521103858948
84,0.7245450019836426
85,0.7568671107292175
86,0.6078808307647705
87,0.7397833466529846
88,0.6215254068374634
89,0.695176899433136
90,0.6613557934761047
91,0.677340030670166
92,0.767311155796051
93,0.6526529788970947
94,0.7198687195777893
95,0.6657876968383789
96,0.7528082728385925
97,0.7729548215866089
98,0.6412185430526733
99,0.4957275390625
100,0.6685791015625
101,0.6663817763328552
102,0.7400964498519897
103,0.69122314453125
104,0.6205275654792786
105,0.6240234375
106,0.5639992952346802
107,0.60296630859375
108,0.7779134511947632
109,0.6115485429763794
110,0.6412353515625
111,0.78472900390625
112,0.8496323823928833
113,0.6197888255119324
114,0.739013671875
115,0.7053977847099304
116,0.6126708984375
117,0.7109505534172058
118,0.7277599573135376
119,0.6411616206169128
120,0.7248488068580627
121,0.7293611764907837
122,0.7814315557479858
123,0.5303546190261841
124,0.7394104599952698
125,0.7273901104927063
126,0.7363091707229614
127,0.6667077541351318
128,0.579554557800293
129,0.7405639886856079
130,0.5212917327880859
131,0.7987425327301025
132,0.6761173605918884
133,0.6632961630821228
134,0.6114720702171326
135,0.7620545029640198
136,0.728436291217804
137,0.7124899625778198
138,0.763444185256958
139,0.7008573412895203
140,0.6016139984130859
141,0.6174987554550171
142,0.727311909198761
143,0.6329970359802246
144,0.7322572469711304
145,0.7414682507514954
146,0.45967191457748413
147,0.6502995491027832
148,0.3831017017364502
149,0.5017026662826538
150,0.6569374799728394
151,0.6257550120353699
152,0.7080191969871521
153,0.7438371777534485
154,0.7343244552612305
155,0.6200099587440491
156,0.7479356527328491
157,0.6130381226539612
158,0.8071650862693787
159,0.564940333366394
160,0.6442034840583801
161,0.6651719212532043
