global_step,value
0,2.986233711242676
1,2.9908852577209473
2,2.9454944133758545
3,2.8839426040649414
4,2.8745479583740234
5,2.842792272567749
6,2.797715663909912
7,2.80216646194458
8,2.869250774383545
9,2.632394313812256
10,2.7128705978393555
11,2.760692596435547
12,2.7921030521392822
13,2.6282272338867188
14,2.707226276397705
15,2.903632164001465
16,2.5976951122283936
17,2.665137529373169
18,2.57798171043396
19,2.53920316696167
20,2.516542911529541
21,2.565373420715332
22,2.5405592918395996
23,2.4915127754211426
24,2.4571785926818848
25,2.5218987464904785
26,2.4634580612182617
27,2.4618709087371826
28,2.3420658111572266
29,2.4167721271514893
30,2.7024059295654297
31,2.4184794425964355
32,2.390296220779419
33,2.4712343215942383
34,2.4241957664489746
35,2.3908021450042725
36,2.5501656532287598
37,2.346006155014038
38,2.383963108062744
39,2.3464999198913574
40,2.3609650135040283
41,2.3226444721221924
42,2.213344097137451
43,2.3263072967529297
44,2.312448263168335
45,2.2932190895080566
46,2.2210164070129395
47,2.2303035259246826
48,2.2792844772338867
49,2.24831485748291
50,2.3066465854644775
51,2.294093608856201
52,2.4215359687805176
53,2.2067337036132812
54,2.170213460922241
55,2.3342480659484863
56,2.221308469772339
57,2.163907527923584
58,2.147873640060425
59,2.2814226150512695
60,2.3184351921081543
61,2.102829933166504
62,2.1601197719573975
63,2.2155373096466064
64,2.2994961738586426
65,2.280000686645508
66,2.1616296768188477
67,2.084908962249756
68,2.109531879425049
69,2.2894678115844727
70,2.3013861179351807
71,2.161411762237549
72,2.1594648361206055
73,2.0568153858184814
74,2.1518473625183105
75,2.1680350303649902
76,2.1163902282714844
77,2.1838784217834473
78,2.175687313079834
79,2.1756362915039062
80,2.040462017059326
81,2.108161211013794
82,2.0484986305236816
83,2.159240245819092
84,2.060695171356201
85,2.1116116046905518
86,2.0144081115722656
87,2.0869078636169434
88,1.9669500589370728
89,2.2323360443115234
90,2.122697353363037
91,1.9433485269546509
92,2.0690975189208984
93,2.0115907192230225
94,2.2624359130859375
95,2.0531084537506104
96,2.1819586753845215
97,1.9739012718200684
98,2.0322747230529785
99,1.9509329795837402
100,2.106152057647705
101,1.968881607055664
102,2.0708987712860107
103,1.9451625347137451
104,1.945044755935669
105,1.9750959873199463
106,1.9618239402770996
107,2.234647512435913
108,2.0675480365753174
109,1.8631318807601929
110,1.956748127937317
111,1.9485082626342773
112,1.9276478290557861
113,2.1134142875671387
114,2.0020902156829834
115,2.1604671478271484
116,2.023188829421997
117,1.924898386001587
118,2.1717004776000977
119,2.069164514541626
120,1.8806802034378052
121,1.9276701211929321
122,1.9180335998535156
123,1.9331839084625244
124,1.9057828187942505
125,2.062770366668701
126,2.0194919109344482
127,2.1021008491516113
128,2.2721924781799316
129,1.8795965909957886
130,2.1084518432617188
131,2.1792500019073486
132,1.971367597579956
133,1.894449234008789
134,2.0847833156585693
135,2.0234568119049072
136,2.357243061065674
137,2.260300397872925
138,2.2126331329345703
139,2.0520782470703125
140,1.9126803874969482
141,1.9497404098510742
142,1.9625706672668457
143,1.8872125148773193
144,1.938673973083496
145,1.8897969722747803
146,2.0565061569213867
147,1.915973424911499
148,1.9013139009475708
149,1.8711509704589844
150,1.9883408546447754
151,1.943972110748291
152,2.1426219940185547
153,1.7738821506500244
154,2.005869150161743
155,1.816405177116394
156,1.8753914833068848
157,1.7728712558746338
158,1.9742844104766846
159,1.8021049499511719
160,2.247896671295166
161,1.9503144025802612
162,1.9050171375274658
163,1.8837437629699707
164,1.7388391494750977
165,1.787644863128662
166,1.963222861289978
167,1.725095510482788
168,1.8741177320480347
169,1.8497819900512695
170,1.9864717721939087
171,1.8104857206344604
172,1.9143259525299072
173,1.8954983949661255
174,2.044501781463623
175,1.8450417518615723
176,1.8023262023925781
177,1.8433271646499634
178,1.9485809803009033
179,1.7755780220031738
180,1.837496042251587
181,1.6999224424362183
182,1.8257825374603271
183,1.9026463031768799
184,2.1800646781921387
185,1.8431477546691895
186,1.7084376811981201
187,1.9039099216461182
188,1.8973629474639893
189,1.8164491653442383
190,1.8150516748428345
191,1.8449372053146362
192,1.7658874988555908
193,1.801741361618042
194,1.7091387510299683
195,1.7967842817306519
196,1.714144229888916
197,1.809887170791626
198,1.6490600109100342
199,1.6525354385375977
200,1.8716024160385132
201,1.8789021968841553
202,1.6670355796813965
203,1.7407751083374023
204,1.9448192119598389
205,1.974092960357666
206,1.6671175956726074
207,1.7286584377288818
208,1.7259860038757324
209,1.832884430885315
210,1.8207080364227295
211,1.748511791229248
212,1.8621363639831543
213,1.721481204032898
214,1.727575421333313
215,1.823735237121582
216,1.641032099723816
217,1.7508156299591064
218,1.5542815923690796
219,1.7050668001174927
220,1.7370823621749878
221,1.8974683284759521
222,1.546712040901184
223,1.8087208271026611
224,1.8184926509857178
225,1.682459831237793
226,1.7985692024230957
227,1.6384154558181763
228,1.8470278978347778
229,1.5298852920532227
230,1.624748706817627
231,1.852966070175171
232,1.7308270931243896
233,1.7332561016082764
234,1.4884893894195557
235,2.0839858055114746
236,1.8512178659439087
237,1.7114806175231934
238,1.827134370803833
239,1.845829963684082
240,1.8077151775360107
241,1.7089570760726929
242,1.6599879264831543
243,1.6967439651489258
244,1.5954360961914062
245,1.6225290298461914
246,1.7491357326507568
247,1.6271414756774902
248,1.6563541889190674
249,1.7863761186599731
250,1.6593902111053467
251,1.7352471351623535
252,1.6735270023345947
253,1.6470171213150024
254,1.8108137845993042
255,1.6475613117218018
256,1.7429373264312744
257,1.5355286598205566
258,1.6227214336395264
259,1.5350253582000732
260,1.5898284912109375
261,1.6871311664581299
262,1.9443397521972656
263,1.550856113433838
264,2.318230390548706
265,1.704038381576538
266,1.6336722373962402
267,1.5201501846313477
268,1.6134114265441895
269,1.4578132629394531
270,1.6844768524169922
271,1.6398730278015137
272,1.4947576522827148
273,1.553198218345642
274,1.9781421422958374
275,1.712155818939209
276,1.5415403842926025
277,1.6667438745498657
278,1.557945728302002
279,1.6565873622894287
280,1.9389894008636475
281,1.6650307178497314
282,1.8429625034332275
283,1.5477638244628906
284,1.6051948070526123
285,1.6564031839370728
286,1.8376214504241943
287,1.7295501232147217
288,1.5702940225601196
289,1.5721936225891113
290,1.597792148590088
291,1.4556819200515747
292,1.528496503829956
293,1.6401911973953247
294,1.6821722984313965
295,1.5982780456542969
296,1.6772277355194092
297,1.5904784202575684
298,1.6511715650558472
299,1.5616536140441895
300,1.496593713760376
301,1.578080654144287
302,1.9237656593322754
303,2.023507595062256
304,1.4586337804794312
305,1.6353678703308105
306,1.9137030839920044
307,1.689699649810791
308,1.656529188156128
309,1.487083911895752
310,1.7255276441574097
311,1.5312609672546387
312,1.4829005002975464
313,1.5605164766311646
314,1.3690037727355957
315,1.709708571434021
316,1.6260185241699219
317,1.7400662899017334
318,1.6862857341766357
319,1.7294011116027832
320,1.4543704986572266
321,1.5641851425170898
322,1.4126497507095337
323,1.6273167133331299
324,1.8649933338165283
325,1.5901553630828857
326,1.655249834060669
327,1.7862827777862549
328,1.5466456413269043
329,2.089514970779419
330,1.775172472000122
331,1.7274800539016724
332,1.6385743618011475
333,1.562072992324829
334,1.7305445671081543
335,1.6953630447387695
336,1.484982967376709
337,1.5666612386703491
338,1.6085057258605957
339,1.4480037689208984
340,1.687253713607788
341,1.4654701948165894
342,1.4677404165267944
343,1.3718717098236084
344,1.6388335227966309
345,1.7678303718566895
346,1.5724529027938843
347,1.8087702989578247
348,1.4813077449798584
349,1.535888671875
350,1.585274338722229
351,1.9883790016174316
352,1.5316517353057861
353,1.5566184520721436
354,1.4471988677978516
355,1.41127610206604
356,1.6091793775558472
357,1.6799709796905518
358,1.4758245944976807
359,1.477792739868164
360,1.3945128917694092
361,1.383320927619934
362,1.8249537944793701
363,1.8656797409057617
364,1.5936070680618286
365,1.4806029796600342
366,1.3377504348754883
367,1.5996687412261963
368,1.513899803161621
369,1.5068036317825317
370,1.3763866424560547
371,1.3581023216247559
372,1.3881340026855469
373,1.5207371711730957
374,1.4259387254714966
375,1.4985536336898804
376,1.7244739532470703
377,1.5543749332427979
378,1.3923444747924805
379,1.2971456050872803
380,1.3593804836273193
381,1.366661548614502
382,1.4285211563110352
