global_step,value
0,3.066737651824951
1,3.0313315391540527
2,2.9712672233581543
3,3.002229690551758
4,3.0096282958984375
5,2.959087371826172
6,2.9056413173675537
7,2.9054126739501953
8,2.8477509021759033
9,2.89406156539917
10,2.843587875366211
11,2.815565824508667
12,2.8696236610412598
13,2.894996166229248
14,2.809811592102051
15,2.898127317428589
16,2.8640189170837402
17,2.8593831062316895
18,2.8475260734558105
19,2.666470527648926
20,2.724836826324463
21,2.7629287242889404
22,2.766843318939209
23,2.837949275970459
24,2.9552979469299316
25,2.6273751258850098
26,2.6069908142089844
27,2.756556510925293
28,2.656456232070923
29,2.774934768676758
30,2.7539162635803223
31,2.782468318939209
32,2.5979743003845215
33,2.736128330230713
34,2.554450273513794
35,2.789323329925537
36,2.920603036880493
37,2.6861186027526855
38,2.7981786727905273
39,2.6872739791870117
40,2.491548776626587
41,2.6964783668518066
42,2.6177268028259277
43,2.6282906532287598
44,2.611071825027466
45,2.612647533416748
46,2.5845065116882324
47,2.5906882286071777
48,2.4311532974243164
49,2.557913303375244
50,2.6943321228027344
51,2.5327117443084717
52,2.382042169570923
53,2.4718058109283447
54,2.6171302795410156
55,2.5408775806427
56,2.5756163597106934
57,2.5641331672668457
58,2.39755916595459
59,2.570319175720215
60,2.6484413146972656
61,2.5464820861816406
62,2.5266366004943848
63,2.387941837310791
64,2.448972225189209
65,2.429771661758423
66,2.487077236175537
67,2.331757068634033
68,2.484848737716675
69,2.5889036655426025
70,2.6054608821868896
71,2.5046353340148926
72,2.297118663787842
73,2.347155809402466
74,2.3010783195495605
75,2.4606428146362305
76,2.495652675628662
77,2.194777488708496
78,2.4355149269104004
79,2.395515203475952
80,2.373840570449829
81,2.301696538925171
82,2.2279744148254395
83,2.4949846267700195
84,2.47003173828125
85,2.6170756816864014
86,2.2276854515075684
87,2.5032126903533936
88,2.148648977279663
89,2.2806620597839355
90,2.330671787261963
91,2.537369966506958
92,2.352181911468506
93,2.584153413772583
94,2.513782024383545
95,2.470444917678833
96,2.4692091941833496
97,2.1888952255249023
98,2.319728374481201
99,2.4503347873687744
100,2.2552852630615234
101,2.3950905799865723
102,2.394005298614502
103,2.280000925064087
104,2.3924927711486816
105,2.1936330795288086
106,2.2166333198547363
107,2.38503098487854
108,2.232759952545166
109,2.2754766941070557
110,2.2860772609710693
111,2.221491813659668
112,2.2269539833068848
113,2.326399326324463
114,2.4327642917633057
115,2.2110531330108643
116,2.3187742233276367
117,2.2478694915771484
118,2.2358624935150146
119,2.191399574279785
120,2.3468122482299805
121,2.2312707901000977
122,2.3351078033447266
123,2.256906509399414
124,2.662534236907959
125,2.2401676177978516
126,2.121314764022827
127,2.267624855041504
128,2.2976901531219482
129,2.301703691482544
130,2.2739148139953613
131,2.1506094932556152
132,2.1366024017333984
133,2.4061241149902344
134,2.2153053283691406
135,2.2816288471221924
136,2.2748923301696777
137,2.2846667766571045
138,2.2764129638671875
139,2.465663433074951
140,2.3917999267578125
141,2.4013173580169678
142,2.3282675743103027
143,2.0874080657958984
144,2.1476011276245117
145,2.0581490993499756
146,2.0625498294830322
147,2.1732475757598877
148,2.4138126373291016
149,2.2708590030670166
150,2.2281928062438965
151,2.174820899963379
152,2.1857614517211914
153,2.1171064376831055
154,2.1537115573883057
155,2.477275848388672
156,2.153489112854004
157,2.037520408630371
158,2.0754809379577637
159,2.2936887741088867
160,2.362964391708374
161,2.1696228981018066
162,2.088700771331787
163,2.401554584503174
164,2.196340799331665
165,2.149094343185425
166,2.004660129547119
167,2.119631767272949
168,2.090273380279541
169,2.2262697219848633
170,2.2468137741088867
171,2.121196746826172
172,2.100933074951172
173,2.1036810874938965
174,2.228315830230713
175,2.2173752784729004
176,2.0271003246307373
177,2.2826337814331055
178,2.1102592945098877
179,1.8827016353607178
180,2.0509796142578125
181,2.383070468902588
182,2.1536359786987305
183,2.120004653930664
184,2.1390774250030518
185,2.075331687927246
186,2.187340259552002
187,1.9423294067382812
188,2.311410903930664
189,2.251150131225586
190,2.078634262084961
191,2.144068717956543
192,2.1043922901153564
193,2.2444305419921875
