global_step,value
0,0.7238136529922485
1,0.6567420959472656
2,0.6429151892662048
3,0.6631787419319153
4,0.5935806035995483
5,0.6091825366020203
6,0.5827767252922058
7,0.6551375389099121
8,0.6122174859046936
9,0.6645177602767944
10,0.6452465653419495
11,0.6844263672828674
12,0.6728585362434387
13,0.7014021277427673
14,0.5939916372299194
15,0.7365174293518066
16,0.7849633693695068
17,0.6538888216018677
18,0.6850757002830505
19,0.5491718053817749
20,0.5949196815490723
21,0.6402757167816162
22,0.6197547316551208
23,0.650656521320343
24,0.8190168738365173
25,0.6035542488098145
26,0.6668192148208618
27,0.6239935755729675
28,0.6051437258720398
29,0.6545134782791138
30,0.6168861389160156
31,0.5912582874298096
32,0.6168681383132935
33,0.6823617219924927
34,0.5699524879455566
35,0.7236080169677734
36,0.6961426138877869
37,0.5897032618522644
38,0.6530072093009949
39,0.6993655562400818
40,0.5687056183815002
41,0.6483222842216492
42,0.6466567516326904
43,0.6520256400108337
44,0.6409198045730591
45,0.6552515029907227
46,0.5762290358543396
47,0.578999936580658
48,0.619147002696991
49,0.7876797914505005
50,0.672432005405426
51,0.6646501421928406
52,0.5334574580192566
53,0.6388685703277588
54,0.6764913201332092
55,0.6512289047241211
56,0.614565908908844
57,0.6783682703971863
58,0.5992286801338196
59,0.6537063717842102
60,0.6951522827148438
61,0.7108305096626282
62,0.6352143287658691
63,0.665976881980896
64,0.6484374403953552
65,0.6689426898956299
66,0.6344752907752991
67,0.577578067779541
68,0.5574167370796204
69,0.6558685302734375
70,0.711156964302063
71,0.6685800552368164
72,0.626883327960968
73,0.6311649680137634
74,0.6583311557769775
75,0.6912671327590942
76,0.7078861594200134
77,0.5681796669960022
78,0.6254718899726868
79,0.6219609975814819
80,0.6645737290382385
81,0.6220307350158691
82,0.6379141211509705
83,0.6880740523338318
84,0.7238867878913879
85,0.8379314541816711
86,0.624720573425293
87,0.6023551821708679
88,0.6355577707290649
89,0.6441264748573303
90,0.6134474873542786
91,0.6770542860031128
92,0.6190336346626282
93,0.6860597729682922
